Received Value 22, 2023-05-30 21:12:39.518044
Sent Value 22, 2023-05-30 21:12:39.518291
Received Value 23, 2023-05-30 21:12:39.518547
Sent Value 23, 2023-05-30 21:12:39.518782
Received Value 24, 2023-05-30 21:12:39.519032
Sent Value 24, 2023-05-30 21:12:39.519266
Received Value 25, 2023-05-30 21:12:39.519516
Sent Value 25, 2023-05-30 21:12:39.519751
Received Value 26, 2023-05-30 21:12:39.520002
Sent Value 26, 2023-05-30 21:12:39.520255
Received Value 27, 2023-05-30 21:12:39.520613
Sent Value 27, 2023-05-30 21:12:39.520972
Received Value 28, 2023-05-30 21:12:39.521587
Sent Value 28, 2023-05-30 21:12:39.521933
Received Value 29, 2023-05-30 21:12:39.522216
Sent Value 29, 2023-05-30 21:12:39.522465
Received Value 30, 2023-05-30 21:12:39.522740
Sent Value 30, 2023-05-30 21:12:39.522997
Received Value 31, 2023-05-30 21:12:39.523266
Sent Value 31, 2023-05-30 21:12:39.523515
Received Value 32, 2023-05-30 21:12:39.523828
Sent Value 32, 2023-05-30 21:12:39.524084
Received Value 33, 2023-05-30 21:12:39.524374
Sent Value 33, 2023-05-30 21:12:39.524621
Received Value 34, 2023-05-30 21:12:39.524901
Sent Value 34, 2023-05-30 21:12:39.525149
Received Value 35, 2023-05-30 21:12:39.525418
Sent Value 35, 2023-05-30 21:12:39.525664
Received Value 36, 2023-05-30 21:12:39.525935
Sent Value 36, 2023-05-30 21:12:39.526188
Received Value 37, 2023-05-30 21:12:39.526474
Sent Value 37, 2023-05-30 21:12:39.526721
Received Value 38, 2023-05-30 21:12:39.527029
Sent Value 38, 2023-05-30 21:12:39.527273
Received Value 39, 2023-05-30 21:12:39.527570
Sent Value 39, 2023-05-30 21:12:39.527813
Received Value 40, 2023-05-30 21:12:39.528086
Sent Value 40, 2023-05-30 21:12:39.528329
Received Value 41, 2023-05-30 21:12:39.528585
Sent Value 41, 2023-05-30 21:12:39.528823
Received Value 42, 2023-05-30 21:12:39.529086
Sent Value 42, 2023-05-30 21:12:39.529323
Received Value 43, 2023-05-30 21:12:39.529584
Sent Value 43, 2023-05-30 21:12:39.529829
Received Value 44, 2023-05-30 21:12:39.530083
Sent Value 44, 2023-05-30 21:12:39.530319
Received Value 45, 2023-05-30 21:12:39.530577
Sent Value 45, 2023-05-30 21:12:39.530818
Received Value 46, 2023-05-30 21:12:39.531075
Sent Value 46, 2023-05-30 21:12:39.531312
Received Value 47, 2023-05-30 21:12:39.531565
Sent Value 47, 2023-05-30 21:12:39.531809
Received Value 48, 2023-05-30 21:12:39.532085
Sent Value 48, 2023-05-30 21:12:39.532331
Received Value 49, 2023-05-30 21:12:39.532590
Sent Value 49, 2023-05-30 21:12:39.532823
Received Value 50, 2023-05-30 21:12:39.533074
Sent Value 50, 2023-05-30 21:12:39.533308
Received Value 51, 2023-05-30 21:12:39.533562
Sent Value 51, 2023-05-30 21:12:39.533799
Received Value 52, 2023-05-30 21:12:39.534051
Sent Value 52, 2023-05-30 21:12:39.534285
Received Value 53, 2023-05-30 21:12:39.534536
Sent Value 53, 2023-05-30 21:12:39.534771
Received Value 54, 2023-05-30 21:12:39.535046
Sent Value 54, 2023-05-30 21:12:39.535286
Received Value 55, 2023-05-30 21:12:39.535563
Sent Value 55, 2023-05-30 21:12:39.535797
Received Value 56, 2023-05-30 21:12:39.536049
Sent Value 56, 2023-05-30 21:12:39.536282
Received Value 57, 2023-05-30 21:12:39.536530
Sent Value 57, 2023-05-30 21:12:39.536766
Received Value 58, 2023-05-30 21:12:39.537014
Sent Value 58, 2023-05-30 21:12:39.537247
Received Value 59, 2023-05-30 21:12:39.537494
Sent Value 59, 2023-05-30 21:12:39.537728
Received Value 60, 2023-05-30 21:12:39.537976
Sent Value 60, 2023-05-30 21:12:39.538211
Received Value 61, 2023-05-30 21:12:39.538457
Sent Value 61, 2023-05-30 21:12:39.538689
Received Value 62, 2023-05-30 21:12:39.538937
Sent Value 62, 2023-05-30 21:12:39.539169
Received Value 63, 2023-05-30 21:12:39.539417
Sent Value 63, 2023-05-30 21:12:39.539652
Received Value 64, 2023-05-30 21:12:39.539905
Sent Value 64, 2023-05-30 21:12:39.540144
Received Value 65, 2023-05-30 21:12:39.540401
Sent Value 65, 2023-05-30 21:12:39.540635
Received Value 66, 2023-05-30 21:12:39.540889
Sent Value 66, 2023-05-30 21:12:39.541123
Received Value 67, 2023-05-30 21:12:39.541373
Sent Value 67, 2023-05-30 21:12:39.541607
Received Value 68, 2023-05-30 21:12:39.541856
Sent Value 68, 2023-05-30 21:12:39.542090
Received Value 69, 2023-05-30 21:12:39.542339
Sent Value 69, 2023-05-30 21:12:39.542574
Received Value 70, 2023-05-30 21:12:39.542823
Sent Value 70, 2023-05-30 21:12:39.543057
Received Value 71, 2023-05-30 21:12:39.543306
Sent Value 71, 2023-05-30 21:12:39.543549
Received Value 72, 2023-05-30 21:12:39.543809
Sent Value 72, 2023-05-30 21:12:39.544047
Received Value 73, 2023-05-30 21:12:39.544296
Sent Value 73, 2023-05-30 21:12:39.544530
Received Value 74, 2023-05-30 21:12:39.544780
Sent Value 74, 2023-05-30 21:12:39.545014
Received Value 75, 2023-05-30 21:12:39.545264
Sent Value 75, 2023-05-30 21:12:39.545498
Received Value 76, 2023-05-30 21:12:39.545749
Sent Value 76, 2023-05-30 21:12:39.545984
Received Value 77, 2023-05-30 21:12:39.546233
Sent Value 77, 2023-05-30 21:12:39.546467
Received Value 78, 2023-05-30 21:12:39.546719
Sent Value 78, 2023-05-30 21:12:39.546954
Received Value 79, 2023-05-30 21:12:39.547203
Sent Value 79, 2023-05-30 21:12:39.547436
Received Value 80, 2023-05-30 21:12:39.547686
Sent Value 80, 2023-05-30 21:12:39.547920
Received Value 81, 2023-05-30 21:12:39.548169
Sent Value 81, 2023-05-30 21:12:39.548406
Received Value 82, 2023-05-30 21:12:39.548658
Sent Value 82, 2023-05-30 21:12:39.548895
Received Value 83, 2023-05-30 21:12:39.549146
Sent Value 83, 2023-05-30 21:12:39.549380
Received Value 84, 2023-05-30 21:12:39.549629
Sent Value 84, 2023-05-30 21:12:39.549863
Received Value 85, 2023-05-30 21:12:39.550112
Sent Value 85, 2023-05-30 21:12:39.550346
Received Value 86, 2023-05-30 21:12:39.550596
Sent Value 86, 2023-05-30 21:12:39.550830
Received Value 87, 2023-05-30 21:12:39.551079
Sent Value 87, 2023-05-30 21:12:39.551314
Received Value 88, 2023-05-30 21:12:39.551566
Sent Value 88, 2023-05-30 21:12:39.551804
Received Value 89, 2023-05-30 21:12:39.552059
Sent Value 89, 2023-05-30 21:12:39.552294
Received Value 90, 2023-05-30 21:12:39.552543
Sent Value 90, 2023-05-30 21:12:39.552777
Received Value 91, 2023-05-30 21:12:39.553026
Sent Value 91, 2023-05-30 21:12:39.553260
Received Value 92, 2023-05-30 21:12:39.553509
Sent Value 92, 2023-05-30 21:12:39.553743
Received Value 93, 2023-05-30 21:12:39.553993
Sent Value 93, 2023-05-30 21:12:39.554227
Received Value 94, 2023-05-30 21:12:39.554479
Sent Value 94, 2023-05-30 21:12:39.554713
Received Value 95, 2023-05-30 21:12:39.555149
Sent Value 95, 2023-05-30 21:12:39.555387
Received Value 96, 2023-05-30 21:12:39.555639
Sent Value 96, 2023-05-30 21:12:39.555884
Received Value 97, 2023-05-30 21:12:39.556143
Sent Value 97, 2023-05-30 21:12:39.556377
Received Value 98, 2023-05-30 21:12:39.556626
Sent Value 98, 2023-05-30 21:12:39.556860
Received Value 99, 2023-05-30 21:12:39.557119
Sent Value 99, 2023-05-30 21:12:39.557362
Received Value 100, 2023-05-30 21:12:39.557617
Sent Value 100, 2023-05-30 21:12:39.557853
Received Value 101, 2023-05-30 21:12:39.558102
Sent Value 101, 2023-05-30 21:12:39.558336
Received Value 102, 2023-05-30 21:12:39.558586
Sent Value 102, 2023-05-30 21:12:39.558820
Received Value 103, 2023-05-30 21:12:39.559069
Sent Value 103, 2023-05-30 21:12:39.559303
Received Value 104, 2023-05-30 21:12:39.559558
Sent Value 104, 2023-05-30 21:12:39.559792
Received Value 105, 2023-05-30 21:12:39.560041
Sent Value 105, 2023-05-30 21:12:39.560275
Received Value 106, 2023-05-30 21:12:39.560525
Sent Value 106, 2023-05-30 21:12:39.560758
Received Value 107, 2023-05-30 21:12:39.561008
Sent Value 107, 2023-05-30 21:12:39.561254
Received Value 108, 2023-05-30 21:12:39.561503
Sent Value 108, 2023-05-30 21:12:39.561737
Received Value 109, 2023-05-30 21:12:39.561986
Sent Value 109, 2023-05-30 21:12:39.562220
Received Value 110, 2023-05-30 21:12:39.562472
Sent Value 110, 2023-05-30 21:12:39.562833
Received Value 111, 2023-05-30 21:12:39.563090
Sent Value 111, 2023-05-30 21:12:39.563325
Received Value 112, 2023-05-30 21:12:39.563576
Sent Value 112, 2023-05-30 21:12:39.563814
Received Value 113, 2023-05-30 21:12:39.564085
Sent Value 113, 2023-05-30 21:12:39.564330
Received Value 114, 2023-05-30 21:12:39.564583
Sent Value 114, 2023-05-30 21:12:39.564817
Received Value 115, 2023-05-30 21:12:39.565066
Sent Value 115, 2023-05-30 21:12:39.565301
Received Value 116, 2023-05-30 21:12:39.565551
Sent Value 116, 2023-05-30 21:12:39.565785
Received Value 117, 2023-05-30 21:12:39.566035
Sent Value 117, 2023-05-30 21:12:39.566269
Received Value 118, 2023-05-30 21:12:39.566518
Sent Value 118, 2023-05-30 21:12:39.566752
Received Value 119, 2023-05-30 21:12:39.567002
Sent Value 119, 2023-05-30 21:12:39.567236
Received Value 120, 2023-05-30 21:12:39.567485
Sent Value 120, 2023-05-30 21:12:39.567724
Received Value 121, 2023-05-30 21:12:39.567969
Sent Value 121, 2023-05-30 21:12:39.568204
Received Value 122, 2023-05-30 21:12:39.568454
Sent Value 122, 2023-05-30 21:12:39.568688
Received Value 123, 2023-05-30 21:12:39.568937
Sent Value 123, 2023-05-30 21:12:39.569171
Received Value 124, 2023-05-30 21:12:39.569420
Sent Value 124, 2023-05-30 21:12:39.569654
Received Value 125, 2023-05-30 21:12:39.569904
Sent Value 125, 2023-05-30 21:12:39.570138
Received Value 126, 2023-05-30 21:12:39.570387
Sent Value 126, 2023-05-30 21:12:39.570621
Received Value 127, 2023-05-30 21:12:39.570871
Sent Value 127, 2023-05-30 21:12:39.571107
Received Value 128, 2023-05-30 21:12:39.571358
Sent Value 128, 2023-05-30 21:12:39.571593
Received Value 129, 2023-05-30 21:12:39.571857
Sent Value 129, 2023-05-30 21:12:39.572102
Received Value 130, 2023-05-30 21:12:39.572361
Sent Value 130, 2023-05-30 21:12:39.572597
Received Value 131, 2023-05-30 21:12:39.572847
Sent Value 131, 2023-05-30 21:12:39.573081
Received Value 132, 2023-05-30 21:12:39.573331
Sent Value 132, 2023-05-30 21:12:39.573565
Received Value 133, 2023-05-30 21:12:39.573814
Sent Value 133, 2023-05-30 21:12:39.574051
Received Value 134, 2023-05-30 21:12:39.574301
Sent Value 134, 2023-05-30 21:12:39.574534
Received Value 135, 2023-05-30 21:12:39.574784
Sent Value 135, 2023-05-30 21:12:39.575018
Received Value 136, 2023-05-30 21:12:39.575268
Sent Value 136, 2023-05-30 21:12:39.575501
Received Value 137, 2023-05-30 21:12:39.575754
Sent Value 137, 2023-05-30 21:12:39.575985
Received Value 138, 2023-05-30 21:12:39.576235
Sent Value 138, 2023-05-30 21:12:39.576469
Received Value 139, 2023-05-30 21:12:39.576718
Sent Value 139, 2023-05-30 21:12:39.576952
Received Value 140, 2023-05-30 21:12:39.577202
Sent Value 140, 2023-05-30 21:12:39.577436
Received Value 141, 2023-05-30 21:12:39.577687
Sent Value 141, 2023-05-30 21:12:39.577933
Received Value 142, 2023-05-30 21:12:39.578202
Sent Value 142, 2023-05-30 21:12:39.578437
Received Value 143, 2023-05-30 21:12:39.578687
Sent Value 143, 2023-05-30 21:12:39.578921
Received Value 144, 2023-05-30 21:12:39.579170
Sent Value 144, 2023-05-30 21:12:39.579404
Received Value 145, 2023-05-30 21:12:39.579657
Sent Value 145, 2023-05-30 21:12:39.579888
Received Value 146, 2023-05-30 21:12:39.580137
Sent Value 146, 2023-05-30 21:12:39.580372
Received Value 147, 2023-05-30 21:12:39.580621
Sent Value 147, 2023-05-30 21:12:39.580855
Received Value 148, 2023-05-30 21:12:39.581105
Sent Value 148, 2023-05-30 21:12:39.581339
Received Value 149, 2023-05-30 21:12:39.581588
Sent Value 149, 2023-05-30 21:12:39.581824
Received Value 150, 2023-05-30 21:12:39.582077
Sent Value 150, 2023-05-30 21:12:39.582312
Received Value 151, 2023-05-30 21:12:39.582561
Sent Value 151, 2023-05-30 21:12:39.582795
Received Value 152, 2023-05-30 21:12:39.583044
Sent Value 152, 2023-05-30 21:12:39.583278
Received Value 153, 2023-05-30 21:12:39.583529
Sent Value 153, 2023-05-30 21:12:39.583788
Received Value 154, 2023-05-30 21:12:39.584056
Sent Value 154, 2023-05-30 21:12:39.584309
Received Value 155, 2023-05-30 21:12:39.584663
Sent Value 155, 2023-05-30 21:12:39.585014
Received Value 156, 2023-05-30 21:12:39.585424
Sent Value 156, 2023-05-30 21:12:39.585852
Received Value 157, 2023-05-30 21:12:39.586265
Sent Value 157, 2023-05-30 21:12:39.586521
Received Value 158, 2023-05-30 21:12:39.586795
Sent Value 158, 2023-05-30 21:12:39.587115
Received Value 159, 2023-05-30 21:12:39.587609
Sent Value 159, 2023-05-30 21:12:39.588068
Received Value 160, 2023-05-30 21:12:39.588427
Sent Value 160, 2023-05-30 21:12:39.588676
Received Value 161, 2023-05-30 21:12:39.588941
Sent Value 161, 2023-05-30 21:12:39.589185
Received Value 162, 2023-05-30 21:12:39.589453
Sent Value 162, 2023-05-30 21:12:39.589700
Received Value 163, 2023-05-30 21:12:39.589969
Sent Value 163, 2023-05-30 21:12:39.590210
Received Value 164, 2023-05-30 21:12:39.590467
Sent Value 164, 2023-05-30 21:12:39.590704
Received Value 165, 2023-05-30 21:12:39.590965
Sent Value 165, 2023-05-30 21:12:39.591207
Received Value 166, 2023-05-30 21:12:39.591468
Sent Value 166, 2023-05-30 21:12:39.591710
Received Value 167, 2023-05-30 21:12:39.591974
Sent Value 167, 2023-05-30 21:12:39.592218
Received Value 168, 2023-05-30 21:12:39.592479
Sent Value 168, 2023-05-30 21:12:39.592721
Received Value 169, 2023-05-30 21:12:39.592985
Sent Value 169, 2023-05-30 21:12:39.593232
Received Value 170, 2023-05-30 21:12:39.593483
Sent Value 170, 2023-05-30 21:12:39.593717
Received Value 171, 2023-05-30 21:12:39.593967
Sent Value 171, 2023-05-30 21:12:39.594200
Received Value 172, 2023-05-30 21:12:39.594451
Sent Value 172, 2023-05-30 21:12:39.594686
Received Value 173, 2023-05-30 21:12:39.594948
Sent Value 173, 2023-05-30 21:12:39.595190
Received Value 174, 2023-05-30 21:12:39.595443
Sent Value 174, 2023-05-30 21:12:39.595683
Received Value 175, 2023-05-30 21:12:39.595933
Sent Value 175, 2023-05-30 21:12:39.596168
Received Value 176, 2023-05-30 21:12:39.596417
Sent Value 176, 2023-05-30 21:12:39.596651
Received Value 177, 2023-05-30 21:12:39.596901
Sent Value 177, 2023-05-30 21:12:39.597135
Received Value 178, 2023-05-30 21:12:39.597384
Sent Value 178, 2023-05-30 21:12:39.597618
Received Value 179, 2023-05-30 21:12:39.597867
Sent Value 179, 2023-05-30 21:12:39.598101
Received Value 180, 2023-05-30 21:12:39.598351
Sent Value 180, 2023-05-30 21:12:39.598585
Received Value 181, 2023-05-30 21:12:39.598840
Sent Value 181, 2023-05-30 21:12:39.599077
Received Value 182, 2023-05-30 21:12:39.599327
Sent Value 182, 2023-05-30 21:12:39.599564
Received Value 183, 2023-05-30 21:12:39.599811
Sent Value 183, 2023-05-30 21:12:39.600045
Received Value 184, 2023-05-30 21:12:39.600295
Sent Value 184, 2023-05-30 21:12:39.600529
Received Value 185, 2023-05-30 21:12:39.600787
Sent Value 185, 2023-05-30 21:12:39.601032
Received Value 186, 2023-05-30 21:12:39.601287
Sent Value 186, 2023-05-30 21:12:39.601657
Received Value 187, 2023-05-30 21:12:39.601913
Sent Value 187, 2023-05-30 21:12:39.602149
Received Value 188, 2023-05-30 21:12:39.602400
Sent Value 188, 2023-05-30 21:12:39.602634
Received Value 189, 2023-05-30 21:12:39.602884
Sent Value 189, 2023-05-30 21:12:39.603118
Received Value 190, 2023-05-30 21:12:39.603367
Sent Value 190, 2023-05-30 21:12:39.603606
Received Value 191, 2023-05-30 21:12:39.603856
Sent Value 191, 2023-05-30 21:12:39.604090
Received Value 192, 2023-05-30 21:12:39.604340
Sent Value 192, 2023-05-30 21:12:39.604574
Received Value 193, 2023-05-30 21:12:39.604823
Sent Value 193, 2023-05-30 21:12:39.605057
Received Value 194, 2023-05-30 21:12:39.605307
Sent Value 194, 2023-05-30 21:12:39.605541
Received Value 195, 2023-05-30 21:12:39.605794
Sent Value 195, 2023-05-30 21:12:39.606032
Received Value 196, 2023-05-30 21:12:39.606293
Sent Value 196, 2023-05-30 21:12:39.606537
Received Value 197, 2023-05-30 21:12:39.606787
Sent Value 197, 2023-05-30 21:12:39.607023
Received Value 198, 2023-05-30 21:12:39.607276
Sent Value 198, 2023-05-30 21:12:39.607510
Received Value 199, 2023-05-30 21:12:39.607766
Sent Value 199, 2023-05-30 21:12:39.608000
Received Value 200, 2023-05-30 21:12:39.608249

Average time between sending and receiving in seconds: 0.00025800
